ID,caption,cluster
53228362411,an empty room with many tables and chairs,62
53228362346,a black and white photo of a mirror with graffiti on it,62
53228862130,"the word ""dent"" is written on the wall of an abandoned building",62
53226074750,a log floating in a lake with trees in the background,27
53226074495,a pond in the woods with trees and moss,27
53228863410,the staircase in the abandoned building,62
53227203672,two people laying on the grass in a park,44
53225501495,a garden with colorful flowers and plants,-1
53223279382,a park with tables and chairs under trees,38
53223266432,a plant with brown stems and leaves in the sun,-1
53223917516,black and white photo of three stained glass windows,62
53223152470,pathway through the woods,-1
53223152410,three purple flowers in the grass with green leaves,-1
53222957068,a field of flowers in the sun,-1
53222881883,the skyline of Frankfurt at night,68
53222945395,a statue of a man and woman sitting on a bench in front of a building,70
53220393992,two tall buildings with windows and a large parking lot,79
53221402868,a building with graffiti on the outside and a basketball court,49
53220587463,a white dog standing on top of logs in the woods,27
53220661019,a dog swimming in a river with a log,27
53220277536,a white dog is standing in the woods,27
53220660189,a white dog is standing in the woods,27
53220585468,a bench is sitting under a tree next to a lake,27
53220275556,a dog swimming in the water with a stick in its mouth,27
53218458597,a black and white photo of a butterfly on a flower,30
53217508322,a close up of a rusty metal door,-1
53218800865,a bee on a marigold flower,73
53218800765,a single yellow sunflower with a green center,73
53218291016,a blue flower with pink petals in the middle of a green field,73
53218676349,yellow flower with bee in background,73
53218554938,a white flower with yellow centers is shown,54
53218554758,two white flowers with yellow centers are in the background,54
53218554713,a close up of a plant with small flowers,-1
53218526863,a yellow van parked on the side of a street,-1
53218337718,a single purple flower is in the middle of a green field,19
53218337478,a blue flower with purple flowers in the background,-1
53218336878,a stone bench in the woods with a bamboo stick,19
53218026581,a small flower is in the grass with other flowers,19
53214930797,a green and black bicycle with a seat and handlebar,32
53214929682,a close up of a green car seat,32
53215288361,a white train on the tracks,71
53215593693,a red train is parked at a train station,70
53215419834,a black and green building with a sky background,56
53213914085,a close up of red flowers on a plant,58
53212195837,a sign that reads baum n 717,26
53212194532,three people standing in the woods looking at a tree,26
53213076536,a church with candles and flowers on the floor,-1
53213273648,a blue and purple painted wall with a cartoon face on it,104
53213478920,a group of colorful characters painted on a fence,104
53213352699,a blue wall with a blue and white painted wall,104
53213352689,a fence with graffiti on it and a blue face,104
53213273508,a green ghost painted on a wooden fence,104
53213352499,a painted wall with a cartoon drawing of two people,104
53212963111,a box with graffiti on it and a hose,104
53212676073,a white flower with green leaves and stems,58
53211485182,a close up of a flower with green stems,58
53212874290,a tall wooden tower with stairs leading up to it,25
53211148078,a building with a large mural painted on it,-1
53211148063,a graffiti covered garage door with the words dns on it,-1
53210842651,a graffiti drawing of a woman on a wall,-1
53210774940,a 360 degree view of a city and surrounding area,-1
53210545368,a white flower with green leaves in the background,58
53210618174,a yellow and red flower with yellow centers,57
53210236071,a bee sits on a blue flower,58
53209357332,a close up of a yellow and red flower,58
53210235026,red rose in the garden,58
53210311903,a steam train traveling down the tracks in a park,-1
53210513025,a crane is parked on the side of a river,-1
53210331105,a hole in the ground with a concrete foundation,-1
53209821431,a building with green glass windows and a cloudy sky,43
53210024665,a group of people walking down the street near a building,-1
53209452993,european central bank,98
53209452598,two statues of bulls and bears in front of buildings,-1
53209652895,a group of ducks swimming in a lake,-1
53209519199,people are gathered around a large red and white church,-1
53207636106,a black and white photo of a building with a bridge,39
53205495627,a blurry photo of some pink flowers,-1
53206880600,sunflowers in a vase,-1
53205495472,a blurry image of a pink flower with green leaves,-1
53206880425,a blurry image of a flower in the middle of a field,-1
53206305344,a sculpture made of metal letters in the sky,38
53205818853,people walking around in front of a fountain in a city,86
53204690299,a building with a red brick facade and a green car,-1
53203382462,a clock tower on a street corner,-1
53203989064,a group of people are sitting at tables in front of a building,-1
53203988674,a river with boats and buildings in the background,-1
53203907658,a city street with people walking and cars on it,95
53201413149,a statue of a woman holding a baby is on the side of a building,-1
53201412819,a statue of mary and jesus on the side of a building,-1
53201411919,a building with a clock on it and a tree in front of it,-1
53496099476,a black and white photo of a building with a large window,39
53200518171,a large embroidered vest with a painting on it,119
53200054417,a green vest with gold embroidery and red trim,119
53194009342,black and white photograph of two tall buildings,-1
53198346449,a train traveling over a bridge in a forest,14
53198428451,a close up of some pink flowers,66
53198428351,two red flowers are in bloom in front of a blurry background,20
53198744475,a large embroidered tapestry depicting a man and woman,119
53198701365,a small embroidered panel with a man holding a bird,119
53198360801,a statue of a man with a beard and a beard,119
53198192953,a glass box with a desk inside of it,38
53197622353,a black and white photo of a spiral staircase,105
